k,x1,x2,f,grad_norm,error
260,2.900956441940676,0.48350778361375785,9.623691679223954e-05,0.004208602548398002,0.10040726863320869
261,2.901464797026744,0.48337239400095094,9.578226257061737e-05,0.014828241945168418,0.09992829182088711
262,2.901486139534548,0.4836031001923956,9.420419654198358e-05,0.004387298267309229,0.09986910947388654
263,2.901741716015745,0.48350375397752665,9.373028351958743e-05,0.008946171980401025,0.09963341058281858
264,2.9018153481698716,0.483773451033996,9.361517041993927e-05,0.011298404107204445,0.09951646469981566
265,2.9019002982471336,0.4836186964026014,9.264813223623752e-05,0.004081204888817728,0.09945802426929407
266,2.9023253020544444,0.48390087614988925,9.218451607300349e-05,0.014234043451174015,0.09899256743562483
267,2.90241729129799,0.4836983846164722,9.072733835900102e-05,0.004250377281924665,0.0989349670325604
268,2.902621223379414,0.4838686223158398,9.026890110652731e-05,0.008600893516575014,0.09870586346368189
269,2.9027735561031762,0.48364718087248054,9.015179558032139e-05,0.010852445811285638,0.09859206908387504
270,2.9028031713738573,0.48381414416028545,8.925670560639397e-05,0.003959620934756186,0.0985353003965775
271,2.9032827148523386,0.4836916037785024,8.878557751819922e-05,0.013664224787315861,0.09808260311416804
272,2.903303850474436,0.4839040585625007,8.743973821657289e-05,0.004119612513288414,0.09802665282375835
273,2.90354494384981,0.48381368288707466,8.699592645891165e-05,0.00827003597786661,0.09780375615801515
274,2.9036156880824233,0.48406225033483546,8.687718509894541e-05,0.010424897952164067,0.09769312897135687
275,2.9036953325206922,0.48392016022359996,8.604840602450274e-05,0.0038435083330226358,0.09763785242176692
276,2.9040983328297,0.484181716992239,8.557119867587562e-05,0.01311787877289259,0.09719746829705288
277,2.904184458119676,0.48399572278153885,8.43278990859946e-05,0.003994679141382364,0.09714296142853328
278,2.9043781044145636,0.4841533138543708,8.389797436565465e-05,0.007953092029885157,0.09692607686866411
279,2.904521255995095,0.48395014683749776,8.377794535863506e-05,0.010015135437672129,0.09681832648466975
280,2.9045500194288083,0.4841039671443931,8.301027645673029e-05,0.0037325642576085177,0.0967645733292273
281,2.905003273299493,0.4839932919880682,8.252833665147438e-05,0.01259397262680834,0.09633583333936575
282,2.905024243655301,0.48418895224514646,8.137949684617758e-05,0.003875256012029569,0.09628283089083907
283,2.9052521070748805,0.48410684988346286,8.096278986631938e-05,0.007649385463546266,0.09607161617448048
284,2.9053202400013673,0.4843359777987516,8.084179935911169e-05,0.009622302957218148,0.09596675749925014
285,2.9053950241946476,0.48420554777541236,8.013047494649043e-05,0.0036264930167425437,0.09591436893503548
